"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"myrcene","Prunellae Spica","夏枯草","Xiakucao","MOL000197","TCMol28274","Myrcene","24.9637600776","136.260","0.015286","31253","UAHWPYUMFXYFJY-UHFFFAOYSA-N","7-methyl-3-methylideneocta-1,6-diene;beta-Myrcene;myrcene;Myrcene","Myrcene","CC(=CCCC(=C)C=C)C",4.3,"Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","C06074",NA,NA,"C10H16","MYRCENE","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"myrcene","Prunellae Spica","夏枯草","Xiakucao","MOL000197","TCMol28274","Myrcene","24.9637600776","136.260","0.015286","31253","UAHWPYUMFXYFJY-UHFFFAOYSA-N","7-methyl-3-methylideneocta-1,6-diene;beta-Myrcene;myrcene;Myrcene","Myrcene","CC(=CCCC(=C)C=C)C",4.3,"Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","C06074",NA,NA,"C10H16","myrcene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"myrcene","Prunellae Spica","夏枯草","Xiakucao","MOL000197","TCMol28274","Myrcene","24.9637600776","136.260","0.015286","31253","UAHWPYUMFXYFJY-UHFFFAOYSA-N","7-methyl-3-methylideneocta-1,6-diene;beta-Myrcene;myrcene;Myrcene","Myrcene","CC(=CCCC(=C)C=C)C",4.3,"Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","C06074",NA,NA,"C10H16","Myrcene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"myristic acid","Prunellae Spica","夏枯草","Xiakucao","MOL001393","TCMol28272","myristic acid","21.1811726395","228.420","0.066784","11005","TUNFSRHWOTWDNC-UHFFFAOYSA-N","IS_D27-TETRADECANOIC ACID;Myristate;myristic acid;Myristic acid;Myristic Acid;tetradecanoic acid;Tetradecanoic acid","Myristate","CCCCCCCCCCCCCC(=O)O",5.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C06424","C06424","HMDB0000806","C14H28O2","Myristic acid","SIGMAR1;DGKD;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FABP7;ACSL4;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;ALOX5;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;FFAR1;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;FADS1;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;PTGS1;PTGS2;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SLC8A1;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;TRPV1;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS;DNM1;SIRT6;GPR84"
"myristic acid","Prunellae Spica","夏枯草","Xiakucao","MOL001393","TCMol28272","myristic acid","21.1811726395","228.420","0.066784","11005","TUNFSRHWOTWDNC-UHFFFAOYSA-N","IS_D27-TETRADECANOIC ACID;Myristate;myristic acid;Myristic acid;Myristic Acid;tetradecanoic acid;Tetradecanoic acid","Myristate","CCCCCCCCCCCCCC(=O)O",5.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C06424","C06424","HMDB0000806","C14H28O2","Myristic Acid","SIGMAR1;DGKD;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FABP7;ACSL4;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;ALOX5;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;FFAR1;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;FADS1;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;PTGS1;PTGS2;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SLC8A1;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;TRPV1;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS;DNM1;SIRT6;GPR84"
"myristic acid","Prunellae Spica","夏枯草","Xiakucao","MOL001393","TCMol28272","myristic acid","21.1811726395","228.420","0.066784","11005","TUNFSRHWOTWDNC-UHFFFAOYSA-N","IS_D27-TETRADECANOIC ACID;Myristate;myristic acid;Myristic acid;Myristic Acid;tetradecanoic acid;Tetradecanoic acid","Myristate","CCCCCCCCCCCCCC(=O)O",5.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C06424","C06424","HMDB0000806","C14H28O2","MYRISTIC ACID","SIGMAR1;DGKD;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FABP7;ACSL4;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;ALOX5;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;FFAR1;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;FADS1;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;PTGS1;PTGS2;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SLC8A1;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;TRPV1;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS;DNM1;SIRT6;GPR84"
"myristic acid","Prunellae Spica","夏枯草","Xiakucao","MOL001393","TCMol28272","myristic acid","21.1811726395","228.420","0.066784","11005","TUNFSRHWOTWDNC-UHFFFAOYSA-N","IS_D27-TETRADECANOIC ACID;Myristate;myristic acid;Myristic acid;Myristic Acid;tetradecanoic acid;Tetradecanoic acid","Myristate","CCCCCCCCCCCCCC(=O)O",5.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C06424","C06424","HMDB0000806","C14H28O2","myristic acid","SIGMAR1;DGKD;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FABP7;ACSL4;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;ALOX5;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;FFAR1;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;FADS1;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;PTGS1;PTGS2;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SLC8A1;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;TRPV1;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS;DNM1;SIRT6;GPR84"
"niga-chigoside f1","Prunellae Spica","夏枯草","Xiakucao","MOL006770","TCMol28313","niga-chigoside F1","8.10290971691","666.940","0.34752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oleanolic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000263","TCMol28279","oleanolic acid","29.0208414157","456.780","0.75599","10494","MIJYXULNPSFWEK-GTOFXWBISA-N","(3beta)-3-hydroxyolean-12-en-28-oic acid;(4aS,6aS,6bR,8aR,10S,12aR,12bR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid;Oleanic acid;oleanolic acid;Oleanolic acid;Oleanolic Acid","Oleanolic acid","CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C",7.5,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C17148","C17148","HMDB0002364","C30H48O3","OLEANOLIC ACID","ICAM1;NQO1;CASP9;HMOX1;CASP3;PTGDR2;PTGDR;PTGFR;AKR1B10;PYGM;EGFR;PNLIP;AMY2;PLA2G1B;PTGS1;POLB;PTPRC;PTPRF;F3;AKR1B1;PTPN2;Acat1;PTPN1;LIG1;CES1;ACP1;PTPN6;NOS2;PTGS2;STAT3;DUSP3;RELA;PTPN11;GPBAR1;USP7;EGLN1;SIRT5"
"oleanolic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000263","TCMol28279","oleanolic acid","29.0208414157","456.780","0.75599","10494","MIJYXULNPSFWEK-GTOFXWBISA-N","(3beta)-3-hydroxyolean-12-en-28-oic acid;(4aS,6aS,6bR,8aR,10S,12aR,12bR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid;Oleanic acid;oleanolic acid;Oleanolic acid;Oleanolic Acid","Oleanolic acid","CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C",7.5,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C17148","C17148","HMDB0002364","C30H48O3","Oleanolic Acid","ICAM1;NQO1;CASP9;HMOX1;CASP3;PTGDR2;PTGDR;PTGFR;AKR1B10;PYGM;EGFR;PNLIP;AMY2;PLA2G1B;PTGS1;POLB;PTPRC;PTPRF;F3;AKR1B1;PTPN2;Acat1;PTPN1;LIG1;CES1;ACP1;PTPN6;NOS2;PTGS2;STAT3;DUSP3;RELA;PTPN11;GPBAR1;USP7;EGLN1;SIRT5"
"oleanolic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000263","TCMol28279","oleanolic acid","29.0208414157","456.780","0.75599","10494","MIJYXULNPSFWEK-GTOFXWBISA-N","(3beta)-3-hydroxyolean-12-en-28-oic acid;(4aS,6aS,6bR,8aR,10S,12aR,12bR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid;Oleanic acid;oleanolic acid;Oleanolic acid;Oleanolic Acid","Oleanolic acid","CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C",7.5,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C17148","C17148","HMDB0002364","C30H48O3","oleanolic acid","ICAM1;NQO1;CASP9;HMOX1;CASP3;PTGDR2;PTGDR;PTGFR;AKR1B10;PYGM;EGFR;PNLIP;AMY2;PLA2G1B;PTGS1;POLB;PTPRC;PTPRF;F3;AKR1B1;PTPN2;Acat1;PTPN1;LIG1;CES1;ACP1;PTPN6;NOS2;PTGS2;STAT3;DUSP3;RELA;PTPN11;GPBAR1;USP7;EGLN1;SIRT5"
"oleanolic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000263","TCMol28279","oleanolic acid","29.0208414157","456.780","0.75599","10494","MIJYXULNPSFWEK-GTOFXWBISA-N","(3beta)-3-hydroxyolean-12-en-28-oic acid;(4aS,6aS,6bR,8aR,10S,12aR,12bR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid;Oleanic acid;oleanolic acid;Oleanolic acid;Oleanolic Acid","Oleanolic acid","CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C",7.5,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C17148","C17148","HMDB0002364","C30H48O3","Oleanolic acid","ICAM1;NQO1;CASP9;HMOX1;CASP3;PTGDR2;PTGDR;PTGFR;AKR1B10;PYGM;EGFR;PNLIP;AMY2;PLA2G1B;PTGS1;POLB;PTPRC;PTPRF;F3;AKR1B1;PTPN2;Acat1;PTPN1;LIG1;CES1;ACP1;PTPN6;NOS2;PTGS2;STAT3;DUSP3;RELA;PTPN11;GPBAR1;USP7;EGLN1;SIRT5"
"oleanolic acid-28-o-beta-d-glucopyranoside","Prunellae Spica","夏枯草","Xiakucao","MOL001654","TCMol28273","Oleanolic acid-28-O-beta-D-glucopyranoside","11.481536215","618.940","0.41356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oleic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000675","TCMol28305","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
